loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,systemloanid,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,11500.0,15,Yes,Good,37,Savings,3.8237879,7.3820442,Wema Bank,Permanent,301941190.0,1.0,10000.0,11500.0,15,21,18,21
10000.0,13000.0,30,Yes,Good,37,Savings,4.6120462,8.475389,GT Bank,Undisclosed,301944261.0,1.0,10000.0,13000.0,30,24,30,24
30000.0,34500.0,30,Yes,Good,36,Savings,3.3767218,7.1726462,GT Bank,Undisclosed,301916752.0,8.0,30000.0,34500.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,34,Savings,3.3525884,6.5010925,UBA,Permanent,301950904.0,1.0,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Bad,25,Savings,3.3579782,6.5935558,UBA,Permanent,301935773.0,3.0,10000.0,13000.0,30,35,30,35
10000.0,13000.0,30,Yes,Bad,32,Savings,3.3286754,6.6658632,Zenith Bank,Permanent,301947099.0,1.0,10000.0,13000.0,30,30,33,30
10000.0,13000.0,30,Yes,Good,39,Savings,7.0721976,8.9493765,UBA,Undisclosed,301976055.0,1.0,10000.0,11500.0,15,12,15,12
15000.0,17250.0,30,Yes,Good,24,Other,3.3043032,6.5467887,GT Bank,Permanent,301664707.0,1.0,10000.0,13000.0,30,31,30,31
10000.0,11500.0,15,Yes,Good,33,Other,3.3092007,6.5321736,GT Bank,Self-Employed,301756080.0,1.0,10000.0,11500.0,15,10,15,10
10000.0,11500.0,15,Yes,Good,38,Savings,3.3998479,6.5933476,GT Bank,Permanent,301965596.0,1.0,10000.0,13000.0,30,17,30,17
20000.0,24500.0,30,Yes,Good,56,Savings,3.2663781,6.5212905,Sterling Bank,Undisclosed,301827996.0,1.0,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,41,Savings,3.5652896,6.6121588,Keystone Bank,Undisclosed,301845484.0,1.0,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Good,33,Other,3.4201422,6.6104318,UBA,Self-Employed,301833540.0,3.0,20000.0,23800.0,30,38,30,38
30000.0,34500.0,30,Yes,Good,34,Savings,12.4737079,9.1820309,EcoBank,Permanent,301923667.0,4.0,20000.0,24000.0,30,32,32,32
10000.0,11500.0,15,Yes,Good,26,Savings,3.3076912,6.5114876,EcoBank,Undisclosed,301945738.0,1.0,10000.0,13000.0,30,32,34,32
20000.0,24500.0,30,Yes,Good,35,Savings,3.093473,6.5027341,Diamond Bank,Undisclosed,301875743.0,1.0,10000.0,11500.0,15,17,17,17
10000.0,11125.0,15,Yes,Good,31,Savings,3.6336217,6.8334761,UBA,Permanent,301938143.0,2.0,10000.0,11500.0,15,15,15,15
30000.0,33999.9,30,Yes,Good,37,Savings,7.4637835,9.0695466,First Bank,Undisclosed,301895217.0,3.0,10000.0,13000.0,30,17,30,17
40000.0,48000.0,60,Yes,Good,25,Savings,6.6830663,6.207128,Skye Bank,Permanent,301911405.0,9.0,40000.0,48000.0,60,56,30,27
30000.0,39000.0,60,Yes,Good,37,Savings,3.2890172,6.6127517,GT Bank,Undisclosed,301853443.0,4.0,20000.0,23800.0,30,29,30,29
25000.0,27500.0,30,Yes,Good,27,Savings,-118.2470093,34.0644188,First Bank,Student,301766482.0,7.0,15000.0,16600.0,15,7,15,7
10000.0,11500.0,15,Yes,Good,22,Savings,3.3875561,6.5121751,First Bank,Self-Employed,301952720.0,12.0,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,33,Savings,3.3916173,6.4672662,GT Bank,Permanent,301917449.0,3.0,10000.0,11500.0,15,10,15,10
10000.0,13000.0,30,Yes,Good,33,Other,7.4896613,9.0390881,GT Bank,Permanent,301900530.0,1.0,10000.0,13000.0,30,22,32,22
20000.0,24500.0,30,Yes,Bad,37,Savings,7.9326872,5.0349671,Access Bank,Permanent,301916064.0,5.0,20000.0,24500.0,30,22,30,22
10000.0,13000.0,30,Yes,Bad,26,Savings,3.3551312,6.6865714,GT Bank,Permanent,301927590.0,1.0,10000.0,11500.0,15,36,15,36
10000.0,11500.0,15,Yes,Bad,45,Savings,3.9561218,7.3951521,GT Bank,Permanent,301922669.0,2.0,10000.0,11500.0,15,30,15,30
30000.0,34500.0,30,Yes,Bad,39,Savings,7.1691799,4.4381333,GT Bank,Self-Employed,301897721.0,10.0,20000.0,24500.0,30,23,30,23
20000.0,24500.0,30,Yes,Bad,45,Savings,3.3170162,6.621568,Access Bank,Permanent,301693912.0,1.0,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,35,Other,4.5816276,8.4898481,Diamond Bank,Permanent,301825618.0,8.0,30000.0,34400.0,30,28,31,28
10000.0,11500.0,15,Yes,Good,33,Other,3.6340013,6.7876332,GT Bank,Permanent,301955364.0,1.0,10000.0,11500.0,15,16,15,16
20000.0,24500.0,30,Yes,Good,29,Savings,-0.0930805,5.6375015,GT Bank,Self-Employed,301931465.0,6.0,10000.0,13000.0,30,34,32,34
40000.0,48000.0,60,Yes,Good,33,Other,3.8222449,7.3616032,GT Bank,Permanent,301781604.0,3.0,20000.0,23800.0,30,29,30,29
40000.0,48000.0,60,Yes,Good,30,Other,3.6168728,6.5039397,Diamond Bank,Permanent,301629845.0,5.0,10000.0,11500.0,15,11,15,10
20000.0,23000.0,30,Yes,Good,40,Savings,4.8373414,7.0830531,First Bank,Self-Employed,301732331.0,8.0,30000.0,34500.0,30,31,32,31
30000.0,34500.0,30,Yes,Good,33,Savings,3.2623567,6.43968,Skye Bank,Undisclosed,301911593.0,4.0,20000.0,24500.0,30,27,30,27
40000.0,44000.0,30,Yes,Good,30,Savings,3.3204118,6.5787306,First Bank,Permanent,301847887.0,8.0,30000.0,34400.0,30,28,30,28
10000.0,11500.0,15,Yes,Good,32,Other,3.2975096,6.7024313,Access Bank,Self-Employed,301865445.0,3.0,10000.0,11500.0,15,8,15,7
10000.0,11500.0,15,Yes,Good,29,Other,3.3258281,6.7009061,GT Bank,Permanent,301959205.0,1.0,10000.0,11500.0,15,14,16,14
10000.0,11500.0,15,Yes,Bad,33,Savings,3.3081526,6.5047279,FCMB,Undisclosed,301941239.0,1.0,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,33,Other,3.4271583,6.4358009,Skye Bank,Permanent,301747976.0,4.0,20000.0,24500.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,43,Savings,7.9306371,4.6369142,First Bank,Permanent,301927129.0,1.0,10000.0,11500.0,15,16,16,16
10000.0,13000.0,30,Yes,Bad,31,Savings,8.5484473,7.7412509,GT Bank,Permanent,301955352.0,1.0,10000.0,13000.0,30,9,30,9
10000.0,13000.0,30,Yes,Good,24,Savings,4.493658,8.4713691,GT Bank,Permanent,301946908.0,1.0,10000.0,13000.0,30,16,30,16
10000.0,13000.0,30,Yes,Good,36,Savings,4.574915,8.468855,GT Bank,Permanent,301963558.0,1.0,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,40,Savings,7.448855,10.5649567,GT Bank,Permanent,301927648.0,1.0,10000.0,13000.0,30,19,30,19
30000.0,34500.0,30,Yes,Good,35,Savings,8.8840125,9.8849631,FCMB,Permanent,301858785.0,4.0,20000.0,21900.0,15,16,17,16
10000.0,13000.0,30,Yes,Bad,34,Savings,3.3396787,6.5337961,GT Bank,Permanent,301904976.0,1.0,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,29,Savings,7.3746954,10.6102712,UBA,Permanent,301896453.0,1.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,54,Savings,3.3009699,6.5666867,First Bank,Undisclosed,301844958.0,3.0,10000.0,13000.0,30,53,32,41
10000.0,11500.0,15,Yes,Good,32,Other,3.2371513,6.5487811,GT Bank,Self-Employed,301922260.0,2.0,10000.0,11500.0,15,8,15,8
10000.0,11500.0,15,Yes,Good,30,Savings,7.4994137,5.5344747,First Bank,Permanent,301853810.0,1.0,10000.0,11500.0,15,11,16,11
10000.0,13000.0,30,Yes,Good,32,Other,3.513139,6.437825,GT Bank,Permanent,301811633.0,4.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,31,Savings,3.9552659,6.8403499,GT Bank,Permanent,301934280.0,1.0,10000.0,11500.0,15,5,16,5
10000.0,13000.0,30,Yes,Good,32,Savings,3.8597555,7.3836649,Access Bank,Permanent,301961397.0,1.0,10000.0,13000.0,30,22,32,22
20000.0,24500.0,30,Yes,Good,50,Savings,7.065474,4.8583511,Stanbic IBTC,Permanent,301912515.0,2.0,10000.0,13000.0,30,15,32,15
40000.0,48000.0,60,Yes,Good,35,Other,4.481963,8.7206777,GT Bank,Self-Employed,301734724.0,2.0,10000.0,13000.0,30,31,31,31
40000.0,48000.0,60,Yes,Good,29,Other,3.9064279,7.443816,UBA,Student,301704528.0,2.0,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,34,Savings,7.0506844,4.8408025,GT Bank,Permanent,301940807.0,1.0,10000.0,11500.0,15,8,17,8
10000.0,11500.0,15,Yes,Good,42,Savings,7.4931076,9.0585917,GT Bank,Permanent,301949017.0,1.0,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,35,Savings,3.3242545,6.5109293,Diamond Bank,Permanent,301925430.0,2.0,10000.0,13000.0,30,22,31,22
15000.0,18375.0,30,Yes,Good,31,Savings,-7.2394455,54.998841,GT Bank,Permanent,301946088.0,6.0,10000.0,13000.0,30,29,30,29
20000.0,22250.0,15,Yes,Good,37,Savings,3.4703342,6.4433195,UBA,Undisclosed,301946256.0,4.0,20000.0,22250.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,22,Savings,3.376556,6.5322733,Access Bank,Permanent,301949136.0,1.0,10000.0,13000.0,30,33,32,33
20000.0,24500.0,30,Yes,Good,40,Other,3.357822,6.4949086,First Bank,Permanent,301862364.0,2.0,10000.0,13000.0,30,18,30,18
20000.0,24500.0,30,Yes,Good,28,Savings,7.9016168,5.0482687,GT Bank,Undisclosed,301863641.0,1.0,10000.0,11500.0,15,14,16,14
40000.0,44000.0,30,Yes,Good,37,Other,3.4831343,6.4330438,GT Bank,Permanent,301625566.0,1.0,10000.0,11500.0,15,11,17,11
10000.0,11500.0,15,Yes,Good,29,Savings,3.3244938,7.1383391,GT Bank,Permanent,301925240.0,1.0,10000.0,11500.0,15,11,17,11
20000.0,24500.0,30,Yes,Good,30,Other,3.3639364,6.6416459,GT Bank,Self-Employed,301710990.0,1.0,10000.0,13000.0,30,28,31,28
20000.0,22250.0,15,Yes,Bad,32,Savings,3.3063181,6.484759,UBA,Undisclosed,301941382.0,4.0,20000.0,22250.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,24,Savings,7.4717771,9.0296347,Zenith Bank,Permanent,301948292.0,1.0,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Good,39,Savings,3.3858721,6.6154703,Zenith Bank,Permanent,301893882.0,1.0,10000.0,13000.0,30,25,30,25
10000.0,11000.0,30,Yes,Good,31,Other,5.2147603,7.2635807,First Bank,Self-Employed,301759920.0,4.0,20000.0,23800.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,30,Savings,7.4257301,9.0034268,Access Bank,Permanent,301900610.0,1.0,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,27,Savings,3.2899607,6.6434218,GT Bank,Permanent,301951969.0,1.0,10000.0,13000.0,30,21,30,21
20000.0,24500.0,30,Yes,Bad,40,Savings,3.3084765,6.6640516,GT Bank,Permanent,301843060.0,1.0,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Good,30,Savings,3.0015245,6.8989986,GT Bank,Permanent,301922613.0,5.0,20000.0,24500.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,35,Savings,7.5002227,9.0583068,Zenith Bank,Permanent,301913423.0,3.0,20000.0,24500.0,30,54,31,54
10000.0,13000.0,30,Yes,Good,30,Savings,3.4853446,6.6470949,First Bank,Permanent,301882745.0,1.0,10000.0,13000.0,30,33,33,33
30000.0,34500.0,30,Yes,Good,33,Savings,6.3177889,5.0346331,FCMB,Permanent,301796658.0,3.0,10000.0,13000.0,30,20,32,20
10000.0,13000.0,30,Yes,Bad,35,Savings,5.6108072,6.2953705,GT Bank,Undisclosed,301912838.0,1.0,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,23,Savings,7.6163355,12.9997831,First Bank,Student,301872887.0,3.0,10000.0,11500.0,15,10,15,10
30000.0,34500.0,30,Yes,Good,37,Other,3.3903861,6.6010508,GT Bank,Self-Employed,301741308.0,6.0,30000.0,32250.0,15,22,15,22
30000.0,34500.0,30,Yes,Good,39,Savings,3.2648063,6.5979106,Access Bank,Permanent,301825469.0,4.0,20000.0,23800.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,30,Savings,7.8819306,8.8536729,UBA,Undisclosed,301921941.0,1.0,10000.0,13000.0,30,38,30,38
10000.0,13000.0,30,Yes,Bad,24,Savings,3.3286609,6.7038913,Diamond Bank,Permanent,301963672.0,1.0,10000.0,11500.0,15,13,16,13
10000.0,13000.0,30,Yes,Bad,31,Savings,3.336857,6.5187287,UBA,Permanent,301906775.0,1.0,10000.0,13000.0,30,31,31,31
20000.0,24500.0,30,Yes,Bad,32,Savings,3.9328862,7.4150444,Zenith Bank,Permanent,301869870.0,5.0,10000.0,11500.0,15,26,16,26
10000.0,13000.0,30,Yes,Bad,47,Other,3.3544779,6.554676,Standard Chartered,Permanent,301867890.0,1.0,10000.0,11500.0,15,41,18,41
40000.0,48000.0,60,Yes,Bad,25,Other,4.6184045,8.4870216,GT Bank,Permanent,301739795.0,3.0,20000.0,24500.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,28,Savings,3.4007935,6.6393427,GT Bank,Permanent,301620404.0,1.0,10000.0,11500.0,15,27,17,26
20000.0,24500.0,30,Yes,Good,27,Savings,7.3879571,9.1171305,Fidelity Bank,Permanent,301872165.0,3.0,10000.0,13000.0,30,10,30,10
30000.0,34500.0,30,Yes,Good,33,Other,3.3808433,6.5862717,Union Bank,Permanent,301879964.0,4.0,20000.0,23800.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,22,Other,3.3525884,6.6370015,Fidelity Bank,Permanent,301961702.0,1.0,10000.0,11500.0,15,19,15,18
40000.0,44000.0,30,Yes,Good,37,Savings,7.3825294,10.4619949,Access Bank,Self-Employed,301708356.0,2.0,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,38,Savings,3.9918867,6.6207717,Skye Bank,Permanent,301943057.0,1.0,10000.0,13000.0,30,36,30,36
10000.0,12500.0,30,Yes,Good,31,Savings,94.6767649,55.3115991,First Bank,Permanent,301951647.0,1.0,10000.0,13000.0,30,30,32,30
20000.0,24500.0,30,Yes,Good,27,Savings,3.9216835,7.4363129,GT Bank,Permanent,301939535.0,4.0,15000.0,18375.0,30,32,32,32
30000.0,39000.0,60,Yes,Good,24,Savings,3.2949932,6.6353847,Diamond Bank,Permanent,301892281.0,8.0,30000.0,39000.0,60,61,30,33
40000.0,44000.0,30,Yes,Good,43,Savings,12.0355697,9.4657347,First Bank,Permanent,301689371.0,1.0,10000.0,13000.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,31,Savings,5.2238733,7.6233317,Access Bank,Undisclosed,301871050.0,4.0,20000.0,23800.0,30,30,30,30
20000.0,22250.0,15,Yes,Good,30,Savings,3.2705574,6.4611679,GT Bank,Undisclosed,301905130.0,1.0,10000.0,11500.0,15,12,17,12
10000.0,13000.0,30,Yes,Good,39,Savings,8.616696,7.712747,Zenith Bank,Permanent,301934549.0,1.0,10000.0,13000.0,30,22,30,22
10000.0,11500.0,15,Yes,Good,31,Other,2.7494204,6.6349303,First Bank,Permanent,301961536.0,1.0,10000.0,11500.0,15,9,15,9
10000.0,13000.0,30,Yes,Good,28,Savings,7.4767951,9.0751951,UBA,Permanent,301940568.0,1.0,10000.0,13000.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,42,Savings,4.4975218,7.7088112,GT Bank,Undisclosed,301910217.0,2.0,10000.0,13000.0,30,26,30,26
40000.0,44000.0,30,Yes,Good,37,Other,3.3566824,6.483432,First Bank,Permanent,301640860.0,2.0,10000.0,13000.0,30,27,32,27
10000.0,13000.0,30,Yes,Bad,46,Savings,7.5010263,9.0478276,GT Bank,Permanent,301892566.0,1.0,10000.0,13000.0,30,28,30,28
20000.0,24500.0,30,Yes,Good,29,Savings,3.8761145,7.3610842,GT Bank,Permanent,301924006.0,4.0,20000.0,24500.0,30,34,32,34
10000.0,11500.0,15,Yes,Good,31,Savings,3.2266053,6.6042239,First Bank,Undisclosed,301960000.0,1.0,10000.0,11500.0,15,15,16,15
40000.0,48000.0,60,Yes,Good,42,Other,3.2504,6.59471,GT Bank,Self-Employed,301782501.0,7.0,30000.0,36800.0,60,56,30,29
20000.0,20500.0,15,Yes,Good,37,Other,7.4278134,10.4870486,Access Bank,Self-Employed,301823855.0,15.0,20000.0,21700.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,34,Savings,8.52696,12.023015,Skye Bank,Permanent,301980789.0,1.0,10000.0,13000.0,30,4,30,4
10000.0,11500.0,15,Yes,Bad,35,Savings,6.2832062,4.9202344,GT Bank,Permanent,301943872.0,3.0,10000.0,11500.0,15,22,15,22
10000.0,13000.0,30,Yes,Bad,33,Savings,3.325616,6.6531879,Sterling Bank,Permanent,301889530.0,1.0,10000.0,13000.0,30,56,32,56
10000.0,13000.0,30,Yes,Bad,28,Savings,3.3126539,7.1044601,Fidelity Bank,Permanent,301915660.0,1.0,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Bad,31,Other,3.3217367,6.6305389,Access Bank,Permanent,301826654.0,3.0,10000.0,11500.0,15,44,15,44
20000.0,22250.0,15,Yes,Bad,25,Savings,4.5287483,7.7695283,GT Bank,Undisclosed,301936755.0,2.0,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Bad,35,Savings,3.947865,7.4249657,Access Bank,Permanent,301806409.0,5.0,30000.0,34400.0,30,51,30,51
10000.0,11125.0,15,Yes,Good,32,Savings,3.2377797,6.5917535,GT Bank,Self-Employed,301605508.0,1.0,5000.0,5750.0,15,8,15,7
40000.0,43500.0,30,Yes,Good,39,Other,3.3197567,6.519665,GT Bank,Self-Employed,301666551.0,8.0,20000.0,22250.0,15,15,15,15
35000.0,38500.0,30,Yes,Good,26,Other,7.0000951,4.8875645,GT Bank,Permanent,301824122.0,12.0,30000.0,36800.0,60,33,30,33
10000.0,13000.0,30,Yes,Good,50,Other,3.3316383,6.59091,GT Bank,Permanent,301620284.0,1.0,10000.0,13000.0,30,32,31,31
50000.0,57500.0,90,Yes,Good,30,Other,3.393302,7.1392383,GT Bank,Self-Employed,301837933.0,7.0,30000.0,36800.0,60,14,30,14
10000.0,11500.0,15,Yes,Bad,44,Savings,3.8899917,7.4000895,First Bank,Permanent,301921975.0,3.0,10000.0,11500.0,15,21,15,21
20000.0,24500.0,30,Yes,Good,32,Savings,7.360265,9.1441383,GT Bank,Permanent,301920260.0,2.0,10000.0,11500.0,15,13,15,13
10000.0,11500.0,15,Yes,Good,31,Savings,3.3855015,6.4583626,GT Bank,Undisclosed,301932353.0,1.0,10000.0,11500.0,15,13,17,13
10000.0,11500.0,15,Yes,Good,32,Savings,5.2545693,13.0120103,GT Bank,Permanent,301940576.0,1.0,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Good,39,Other,3.3658274,6.6299083,GT Bank,Undisclosed,301927755.0,2.0,10000.0,11500.0,15,15,15,15
10000.0,12500.0,30,Yes,Good,31,Savings,3.3157574,6.6609292,GT Bank,Permanent,301920845.0,1.0,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,32,Savings,3.3104082,6.5339884,GT Bank,Permanent,301925217.0,1.0,10000.0,11500.0,15,1,17,1
10000.0,13000.0,30,Yes,Good,28,Savings,3.8918142,7.4113813,GT Bank,Undisclosed,301980092.0,1.0,10000.0,13000.0,30,10,30,10
10000.0,13000.0,30,Yes,Good,41,Savings,4.541653,7.7835196,EcoBank,Undisclosed,301937139.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,40,Savings,3.3628937,6.4414246,First Bank,Unemployed,301874251.0,2.0,10000.0,11500.0,15,15,15,15
30000.0,34500.0,30,Yes,Good,45,Savings,5.8065445,5.5606382,First Bank,Permanent,301808863.0,3.0,10000.0,11500.0,15,6,15,6
40000.0,48000.0,60,Yes,Good,34,Savings,7.4632731,5.8387947,Access Bank,Self-Employed,301707666.0,3.0,10000.0,13000.0,30,28,30,28
15000.0,17250.0,30,Yes,Good,30,Other,3.3243307,6.5182551,Wema Bank,Permanent,301807641.0,5.0,20000.0,21900.0,15,14,15,14
10000.0,13000.0,30,Yes,Good,41,Savings,3.2979981,6.47414,GT Bank,Permanent,301892677.0,1.0,10000.0,13000.0,30,23,30,23
15000.0,17250.0,30,Yes,Good,30,Savings,3.2341849,6.698642,Stanbic IBTC,Permanent,301890174.0,7.0,10000.0,12250.0,30,29,32,29
10000.0,12250.0,30,Yes,Good,32,Savings,4.554382,7.7886063,First Bank,Permanent,301920735.0,3.0,10000.0,11500.0,15,9,15,9
10000.0,13000.0,30,Yes,Good,37,Savings,3.3220514,6.5242577,GT Bank,Permanent,301919537.0,2.0,10000.0,13000.0,30,29,32,29
40000.0,44000.0,30,Yes,Good,40,Other,3.3310592,6.4411777,Zenith Bank,Self-Employed,301770808.0,3.0,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,42,Savings,3.3563854,6.6006783,GT Bank,Undisclosed,301941692.0,1.0,10000.0,11500.0,15,16,16,16
10000.0,13000.0,30,Yes,Good,35,Savings,3.2538053,6.5873177,GT Bank,Undisclosed,301935127.0,1.0,10000.0,13000.0,30,30,31,30
30000.0,34500.0,30,Yes,Good,43,Savings,3.0180403,6.9172694,Skye Bank,Permanent,301928067.0,6.0,20000.0,22250.0,15,14,15,14
40000.0,44000.0,30,Yes,Good,38,Savings,6.3207795,4.9409019,Skye Bank,Permanent,301925507.0,3.0,10000.0,11125.0,15,3,17,3
40000.0,44000.0,30,Yes,Good,34,Other,7.4406707,9.015519,GT Bank,Permanent,301722844.0,3.0,20000.0,22250.0,15,12,15,12
10000.0,13000.0,30,Yes,Bad,25,Savings,6.4513621,9.5320913,UBA,Student,301969552.0,1.0,10000.0,11500.0,15,7,16,7
10000.0,11500.0,15,Yes,Good,47,Savings,3.336188,6.4265408,First Bank,Permanent,301872378.0,1.0,10000.0,11500.0,15,13,15,13
20000.0,24500.0,30,Yes,Good,31,Savings,3.3610229,6.4807943,First Bank,Permanent,301916611.0,3.0,10000.0,13000.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,28,Savings,3.366254,6.4486686,EcoBank,Permanent,301958201.0,3.0,10000.0,13000.0,30,25,31,25
10000.0,13000.0,30,Yes,Good,37,Savings,3.6599474,6.4756932,GT Bank,Permanent,301933009.0,1.0,10000.0,13000.0,30,28,31,28
30000.0,34500.0,30,Yes,Good,28,Savings,3.289814,6.6711956,GT Bank,Permanent,301883469.0,7.0,20000.0,23800.0,30,27,32,27
10000.0,13000.0,30,Yes,Bad,41,Savings,3.3676319,6.668453,First Bank,Permanent,301896117.0,1.0,10000.0,11500.0,15,15,15,15
10000.0,11500.0,30,Yes,Good,44,Savings,3.4128802,6.442082,GT Bank,Permanent,301792325.0,1.0,10000.0,11500.0,15,18,15,18
40000.0,48000.0,60,Yes,Good,22,Savings,3.6557658,6.8466936,Diamond Bank,Student,301835302.0,8.0,30000.0,36800.0,60,59,31,31
10000.0,13000.0,30,Yes,Good,27,Savings,3.8657788,7.3641184,GT Bank,Permanent,301887644.0,1.0,10000.0,13000.0,30,36,30,36
20000.0,24500.0,30,Yes,Good,32,Savings,8.8947013,9.8535875,FCMB,Permanent,301854938.0,1.0,10000.0,13000.0,30,22,30,22
20000.0,24500.0,30,Yes,Good,34,Savings,3.1916983,6.4577299,Zenith Bank,Permanent,301908821.0,1.0,10000.0,13000.0,30,6,30,6
20000.0,24500.0,30,Yes,Good,32,Savings,-95.3372123,29.9354578,GT Bank,Permanent,301895158.0,2.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,27,Other,7.4456734,9.0158941,GT Bank,Permanent,301627848.0,1.0,10000.0,13000.0,30,24,31,24
20000.0,22250.0,15,Yes,Good,38,Savings,3.2854141,6.6691247,Zenith Bank,Undisclosed,301928336.0,2.0,10000.0,11500.0,15,15,15,15
30000.0,39000.0,60,Yes,Good,43,Savings,3.3056888,6.6113085,UBA,Permanent,301843992.0,3.0,20000.0,23800.0,30,28,30,28
10000.0,11500.0,15,Yes,Bad,27,Savings,4.6161456,8.4846539,First Bank,Undisclosed,301925512.0,2.0,10000.0,11500.0,15,27,17,27
10000.0,11500.0,15,Yes,Good,27,Savings,3.5931542,6.470968,GT Bank,Permanent,301925907.0,1.0,10000.0,11500.0,15,13,16,13
20000.0,22250.0,15,Yes,Good,27,Savings,4.5990583,8.4387867,Stanbic IBTC,Permanent,301891399.0,2.0,10000.0,11500.0,15,17,17,17
20000.0,23000.0,30,Yes,Good,35,Savings,3.36972,6.5498716,Access Bank,Permanent,301889233.0,6.0,30000.0,39000.0,60,32,32,32
10000.0,11500.0,15,Yes,Good,31,Savings,4.7424917,7.632835,Access Bank,Undisclosed,301973805.0,1.0,10000.0,11500.0,15,16,16,16
10000.0,11500.0,15,Yes,Good,28,Savings,8.5349378,12.0265716,Fidelity Bank,Permanent,301956679.0,1.0,10000.0,11500.0,15,15,18,15
10000.0,11500.0,15,Yes,Good,42,Savings,3.2012288,6.794871,GT Bank,Undisclosed,301946721.0,1.0,10000.0,11500.0,15,13,16,13
10000.0,11500.0,15,Yes,Good,31,Savings,7.4640085,8.9920905,GT Bank,Permanent,301868761.0,1.0,10000.0,11500.0,15,23,18,23
30000.0,34500.0,30,Yes,Good,33,Savings,3.4711315,6.6831984,First Bank,Permanent,301816051.0,4.0,20000.0,21900.0,15,15,15,15
15000.0,18375.0,30,Yes,Bad,36,Savings,5.2247215,7.2378539,EcoBank,Undisclosed,301926776.0,3.0,10000.0,13000.0,30,26,30,26
10000.0,13000.0,30,Yes,Bad,28,Savings,-117.8225091,33.883619,GT Bank,Permanent,301755502.0,1.0,10000.0,13000.0,30,43,30,43
10000.0,13000.0,30,Yes,Bad,40,Savings,7.5931033,9.0300817,Fidelity Bank,Permanent,301936327.0,2.0,10000.0,13000.0,30,39,30,39
30000.0,39000.0,60,Yes,Bad,24,Other,8.0997482,6.3146482,GT Bank,Permanent,301859941.0,5.0,20000.0,21900.0,15,17,17,17
10000.0,13000.0,30,Yes,Bad,28,Other,7.5750023,9.0151792,Zenith Bank,Permanent,301933985.0,7.0,10000.0,13000.0,30,13,33,13
10000.0,13000.0,30,Yes,Bad,32,Savings,3.4380035,6.8334492,UBA,Permanent,301927142.0,1.0,10000.0,13000.0,30,26,30,26
40000.0,44000.0,30,Yes,Good,42,Other,3.276811,6.6879175,Stanbic IBTC,Self-Employed,301921743.0,8.0,40000.0,44000.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,25,Other,7.1570717,4.720982,FCMB,Permanent,301882095.0,4.0,10000.0,11500.0,15,33,15,33
10000.0,13000.0,30,Yes,Bad,30,Savings,6.9979401,4.8319172,Stanbic IBTC,Permanent,301894254.0,1.0,10000.0,13000.0,30,59,30,59
