loanamount,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind
Large,60,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,3.0,10000.0,12250.0,30,32,No,2
Small,15,Yes,Good,Adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Undisclosed,1.0,10000.0,13000.0,30,8,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Undisclosed,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Heritage Bank,Undisclosed,2.0,10000.0,11500.0,15,20,No,5
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,27,No,12
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
,60,Yes,Bad,Young_adults,Other,GT Bank,Student,13.0,40000.0,44800.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Union Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Good,Young_adults,Other,Skye Bank,Self-Employed,5.0,10000.0,12900.0,30,50,No,20
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,16,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,12,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Adults,Savings,Unity Bank,Permanent,1.0,10000.0,13000.0,30,54,No,24
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,0,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,41,No,11
Medium,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,3.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11750.0,30,10,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,8.0,20000.0,23800.0,30,26,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,13000.0,30,51,No,21
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Medium,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,4.0,20000.0,23800.0,30,30,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,3.0,15000.0,16675.0,15,42,No,27
Large,60,Yes,Good,Young_adults,Savings,FCMB,Self-Employed,11.0,40000.0,48000.0,60,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,15000.0,16675.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,8.0,40000.0,47600.0,60,62,No,2
Large,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,7.0,30000.0,34500.0,30,19,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,8,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,12,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Wema Bank,Student,2.0,10000.0,13000.0,30,20,Yes,0
Large,30,Yes,Good,Adults,Other,UBA,Self-Employed,6.0,30000.0,36800.0,60,21,Yes,0
Large,30,Yes,Good,Young_adults,Other,UBA,Permanent,6.0,25000.0,26875.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Medium,30,Yes,Bad,Adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,32,No,2
Medium,30,Yes,Bad,Young_adults,Other,UBA,Student,2.0,10000.0,11500.0,15,47,No,32
Small,15,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,6,Yes,0
Large,30,Yes,Good,Adults,Other,GT Bank,Permanent,7.0,30000.0,34400.0,30,30,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,10.0,40000.0,44800.0,30,29,Yes,0
Large,30,Yes,Good,Adults,Other,UBA,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,4.0,20000.0,22250.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Unemployed,1.0,10000.0,11500.0,15,25,No,10
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Bad,Adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,19,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,6.0,30000.0,34400.0,30,21,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Adults,Savings,Wema Bank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Retired,1.0,10000.0,13000.0,30,8,Yes,0
Medium,30,Yes,Good,Young_adults,Other,First Bank,Student,5.0,10000.0,11450.0,15,0,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Large,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,1.0,6000.0,6900.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,7.0,30000.0,34500.0,30,27,Yes,0
Small,30,Yes,Good,Adults,Savings,FCMB,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,6.0,10000.0,11500.0,15,35,No,20
Small,30,Yes,Good,Adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,6.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,UBA,Permanent,1.0,10000.0,13000.0,30,35,No,5
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,3.0,10000.0,13000.0,30,33,No,3
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,31,No,1
Medium,15,Yes,Good,Young_adults,Current,First Bank,Permanent,4.0,20000.0,22250.0,15,7,Yes,0
Small,30,Yes,Bad,Adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,53,No,23
Small,30,Yes,Good,Adults,Savings,Fidelity Bank,Undisclosed,2.0,10000.0,13000.0,30,26,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Medium,15,Yes,Good,Young_adults,Other,UBA,Self-Employed,3.0,20000.0,24500.0,30,27,Yes,0
Small,30,Yes,Bad,Adults,Other,First Bank,Self-Employed,6.0,10000.0,13000.0,30,46,No,16
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,7.0,20000.0,24500.0,30,31,No,1
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,4.0,20000.0,24500.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,30,No,15
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Self-Employed,1.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,8,Yes,0
Small,15,Yes,Good,Adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,3.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,22,Yes,0
Small,30,Yes,Good,Young_adults,Current,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Large,30,Yes,Good,Young_adults,Current,Fidelity Bank,Permanent,3.0,10000.0,11500.0,15,0,Yes,0
Small,30,Yes,Bad,Adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,3.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,50,No,20
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Student,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,FCMB,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Good,Adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,6,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Student,4.0,10000.0,11450.0,15,14,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,8.0,20000.0,21900.0,15,10,Yes,0
Medium,30,Yes,Good,Adults,Savings,UBA,Permanent,3.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Bad,Adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,20,No,5
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,4.0,20000.0,21900.0,15,21,No,6
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,4,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,Skye Bank,Self-Employed,7.0,30000.0,34400.0,30,7,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,33,No,18
Large,60,Yes,Bad,Young_adults,Other,GT Bank,Permanent,8.0,30000.0,39000.0,60,28,Yes,0
Small,15,Yes,Bad,Adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Large,60,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,2.0,10000.0,11500.0,15,49,No,34
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,7.0,20000.0,23000.0,30,25,Yes,0
Small,30,Yes,Bad,Young_adults,Other,GT Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Bad,Adults,Savings,GT Bank,Undisclosed,3.0,10000.0,11500.0,15,8,Yes,0
,60,Yes,Bad,Young_adults,Other,GT Bank,Student,6.0,20000.0,23800.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,8,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,31,No,1
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,33,No,18
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,43,No,13
Small,30,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,76,No,46
Large,30,Yes,Bad,Young_adults,Other,First Bank,Permanent,4.0,20000.0,24500.0,30,30,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,30,23,Yes,0
Large,30,Yes,Good,Young_adults,Current,UBA,Permanent,3.0,10000.0,11500.0,15,18,No,3
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Large,60,Yes,Bad,Adults,Other,Fidelity Bank,Permanent,3.0,10000.0,13000.0,30,36,No,6
,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,3.0,10000.0,11125.0,15,11,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,3.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,16,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Wema Bank,Permanent,1.0,10000.0,11500.0,15,21,No,6
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,24,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,8.0,30000.0,34500.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,3.0,10000.0,13000.0,30,35,No,5
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,11500.0,15,12,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Small,15,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,1.0,10000.0,11500.0,15,10,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,17,Yes,0
Medium,30,Yes,Good,Adults,Savings,Sterling Bank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Adults,Savings,Keystone Bank,Undisclosed,1.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Other,UBA,Self-Employed,3.0,20000.0,23800.0,30,38,No,8
Large,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,4.0,20000.0,24000.0,30,32,No,2
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Undisclosed,1.0,10000.0,13000.0,30,32,No,2
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,3.0,10000.0,13000.0,30,17,Yes,0
Large,60,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,9.0,40000.0,48000.0,60,56,Yes,0
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,4.0,20000.0,23800.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Student,7.0,15000.0,16600.0,15,7,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Self-Employed,12.0,10000.0,13000.0,30,29,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,5.0,20000.0,24500.0,30,22,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,36,No,21
Small,15,Yes,Bad,Adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,30,No,15
Large,30,Yes,Bad,Young_adults,Savings,GT Bank,Self-Employed,10.0,20000.0,24500.0,30,23,Yes,0
Medium,30,Yes,Bad,Adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,8.0,30000.0,34400.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,6.0,10000.0,13000.0,30,34,No,4
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,20000.0,23800.0,30,29,Yes,0
Large,60,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,5.0,10000.0,11500.0,15,11,Yes,0
Medium,30,Yes,Good,Adults,Savings,First Bank,Self-Employed,8.0,30000.0,34500.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Savings,Skye Bank,Undisclosed,4.0,20000.0,24500.0,30,27,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,8.0,30000.0,34400.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Other,Access Bank,Self-Employed,3.0,10000.0,11500.0,15,8,Yes,0
Small,15,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,FCMB,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Other,Skye Bank,Permanent,4.0,20000.0,24500.0,30,31,No,1
Small,30,Yes,Good,Adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,16,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,19,Yes,0
Large,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,4.0,20000.0,21900.0,15,16,No,1
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,3.0,10000.0,13000.0,30,53,No,23
Small,15,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,2.0,10000.0,11500.0,15,8,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,4.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,5,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Adults,Savings,Stanbic IBTC,Permanent,2.0,10000.0,13000.0,30,15,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,31,No,1
Large,60,Yes,Good,Young_adults,Other,UBA,Student,2.0,10000.0,13000.0,30,25,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,8,Yes,0
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,6.0,10000.0,13000.0,30,29,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,UBA,Undisclosed,4.0,20000.0,22250.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Medium,30,Yes,Good,Adults,Other,First Bank,Permanent,2.0,10000.0,13000.0,30,18,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,14,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,1.0,10000.0,13000.0,30,28,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,UBA,Undisclosed,4.0,20000.0,22250.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Self-Employed,4.0,20000.0,23800.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
