loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,11500.0,15,Yes,Good,29,Savings,Sterling Bank,Permanent,10000.0,13000.0,30,22,30,22
30000.0,33999.9,30,Yes,Good,33,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,10,15,10
10000.0,11500.0,15,Yes,Bad,25,Savings,GT Bank,Permanent,10000.0,11500.0,15,35,15,35
10000.0,13000.0,30,Yes,Good,46,Savings,Access Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,31,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,33,30,33
10000.0,13000.0,30,Yes,Good,28,Savings,FCMB,Permanent,10000.0,13000.0,30,29,30,29
10000.0,12250.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,24,Other,UBA,Permanent,10000.0,13000.0,30,35,32,34
30000.0,34500.0,30,Yes,Good,34,Other,GT Bank,Self-Employed,10000.0,13000.0,30,33,32,33
20000.0,24500.0,30,Yes,Good,38,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,31,31
20000.0,22250.0,15,Yes,Good,30,Current,First Bank,Permanent,20000.0,22250.0,15,7,15,7
10000.0,13000.0,30,Yes,Bad,49,Savings,Access Bank,Permanent,10000.0,13000.0,30,53,31,53
10000.0,13000.0,30,Yes,Good,42,Savings,Fidelity Bank,Undisclosed,10000.0,13000.0,30,26,30,26
10000.0,11500.0,15,Yes,Good,28,Savings,GT Bank,Permanent,10000.0,11500.0,15,12,17,12
20000.0,22250.0,15,Yes,Good,28,Other,UBA,Self-Employed,20000.0,24500.0,30,27,32,27
10000.0,13000.0,30,Yes,Bad,41,Other,First Bank,Self-Employed,10000.0,13000.0,30,46,30,46
20000.0,24500.0,30,Yes,Good,28,Savings,GT Bank,Permanent,20000.0,24500.0,30,31,30,31
20000.0,24500.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Good,37,Savings,Fidelity Bank,Permanent,20000.0,24500.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,36,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,30,15,30
10000.0,11500.0,15,Yes,Good,32,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,11,15,11
10000.0,13000.0,30,Yes,Good,33,Other,First Bank,Self-Employed,10000.0,13000.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,25,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,8,30,8
10000.0,11500.0,15,Yes,Good,55,Savings,First Bank,Permanent,10000.0,13000.0,30,23,30,23
10000.0,13000.0,30,Yes,Good,27,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,12250.0,30,Yes,Good,29,Savings,EcoBank,Permanent,10000.0,13000.0,30,23,30,23
10000.0,12250.0,30,Yes,Good,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,22,30,22
10000.0,13000.0,30,Yes,Good,34,Current,Zenith Bank,Permanent,10000.0,13000.0,30,33,30,33
10000.0,13000.0,30,Yes,Bad,38,Savings,GT Bank,Permanent,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,28,Savings,First Bank,Permanent,10000.0,13000.0,30,25,30,25
40000.0,44000.0,30,Yes,Good,36,Current,Fidelity Bank,Permanent,10000.0,11500.0,15,0,17,0
10000.0,13000.0,30,Yes,Bad,42,Savings,UBA,Permanent,10000.0,13000.0,30,27,32,27
20000.0,22250.0,15,Yes,Good,39,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,33,Savings,UBA,Undisclosed,10000.0,13000.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,34,Savings,UBA,Permanent,10000.0,13000.0,30,29,31,29
10000.0,13000.0,30,Yes,Good,34,Savings,EcoBank,Permanent,10000.0,13000.0,30,50,32,50
10000.0,11500.0,15,Yes,Good,23,Savings,GT Bank,Student,10000.0,11500.0,15,4,15,4
10000.0,13000.0,30,Yes,Bad,33,Savings,FCMB,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,30,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,10,17,10
10000.0,13000.0,30,Yes,Good,46,Savings,EcoBank,Permanent,10000.0,13000.0,30,28,32,28
10000.0,13000.0,30,Yes,Good,31,Savings,EcoBank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,52,Savings,First Bank,Permanent,10000.0,11500.0,15,9,15,9
10000.0,13000.0,30,Yes,Good,27,Savings,Access Bank,Permanent,10000.0,13000.0,30,13,31,13
10000.0,13000.0,30,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,13000.0,30,6,32,6
10000.0,13000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,23,31,23
10000.0,13000.0,30,Yes,Good,37,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,27,31,27
10000.0,11500.0,30,Yes,Good,22,Savings,GT Bank,Student,10000.0,11450.0,15,14,15,14
40000.0,48000.0,60,Yes,Good,31,Other,GT Bank,Self-Employed,20000.0,21900.0,15,10,15,10
20000.0,24500.0,30,Yes,Good,40,Savings,UBA,Permanent,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Bad,41,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,20,15,20
10000.0,11500.0,15,Yes,Good,28,Savings,First Bank,Permanent,20000.0,21900.0,15,21,15,21
10000.0,11500.0,15,Yes,Good,32,Savings,Access Bank,Permanent,10000.0,11500.0,15,15,16,15
10000.0,13000.0,30,Yes,Good,32,Savings,UBA,Permanent,10000.0,13000.0,30,22,30,22
10000.0,11500.0,15,Yes,Good,29,Savings,Access Bank,Permanent,10000.0,13000.0,30,4,32,4
40000.0,48000.0,60,Yes,Good,29,Other,GT Bank,Permanent,10000.0,11500.0,15,13,16,13
30000.0,34500.0,30,Yes,Bad,31,Savings,Skye Bank,Self-Employed,30000.0,34400.0,30,7,30,7
10000.0,13000.0,30,Yes,Bad,37,Savings,GT Bank,Permanent,10000.0,13000.0,30,33,33,33
20000.0,24500.0,30,Yes,Bad,30,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Bad,25,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,33,17,33
40000.0,48000.0,60,Yes,Bad,27,Other,GT Bank,Permanent,30000.0,39000.0,60,28,31,28
10000.0,11500.0,15,Yes,Bad,50,Savings,Access Bank,Permanent,10000.0,11500.0,15,15,15,15
30000.0,39000.0,60,Yes,Bad,31,Savings,Access Bank,Permanent,10000.0,13000.0,30,30,30,30
40000.0,44000.0,30,Yes,Good,29,Other,GT Bank,Permanent,10000.0,11500.0,15,49,15,49
10000.0,13000.0,30,Yes,Good,37,Savings,First Bank,Permanent,10000.0,13000.0,30,24,31,24
20000.0,22000.0,30,Yes,Good,39,Savings,First Bank,Permanent,20000.0,23000.0,30,25,30,25
10000.0,13000.0,30,Yes,Bad,32,Other,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
20000.0,24500.0,30,Yes,Bad,47,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,8,18,8
50000.0,55000.0,60,Yes,Bad,24,Other,GT Bank,Student,20000.0,23800.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,13000.0,30,8,30,8
10000.0,13000.0,30,Yes,Bad,27,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,31,30,31
10000.0,11500.0,15,Yes,Bad,27,Savings,GT Bank,Permanent,10000.0,11500.0,15,33,15,33
10000.0,13000.0,30,Yes,Bad,24,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,43,30,43
10000.0,13000.0,30,Yes,Bad,32,Savings,EcoBank,Permanent,10000.0,13000.0,30,76,32,76
40000.0,44000.0,30,Yes,Bad,35,Other,First Bank,Permanent,20000.0,24500.0,30,30,30,30
20000.0,24500.0,30,Yes,Bad,34,Savings,FCMB,Permanent,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Bad,31,Savings,Access Bank,Permanent,10000.0,11500.0,30,23,20,23
30000.0,34500.0,30,Yes,Good,36,Current,UBA,Permanent,10000.0,11500.0,15,18,15,18
10000.0,13000.0,30,Yes,Bad,22,Savings,Zenith Bank,Undisclosed,10000.0,11500.0,15,15,15,15
40000.0,48000.0,60,Yes,Bad,41,Other,Fidelity Bank,Permanent,10000.0,13000.0,30,36,32,35
50000.0,52500.0,30,Yes,Good,29,Other,Stanbic IBTC,Permanent,10000.0,11125.0,15,11,15,10
10000.0,11500.0,15,Yes,Bad,27,Savings,EcoBank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,31,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,16,30,16
10000.0,11500.0,15,Yes,Good,35,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,32,Savings,First Bank,Permanent,10000.0,13000.0,30,27,31,27
10000.0,11500.0,15,Yes,Good,37,Savings,Wema Bank,Permanent,10000.0,11500.0,15,21,18,21
10000.0,13000.0,30,Yes,Good,37,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,24,30,24
30000.0,34500.0,30,Yes,Good,36,Savings,GT Bank,Undisclosed,30000.0,34500.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,34,Savings,UBA,Permanent,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Bad,25,Savings,UBA,Permanent,10000.0,13000.0,30,35,30,35
10000.0,13000.0,30,Yes,Bad,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,30,33,30
10000.0,13000.0,30,Yes,Good,39,Savings,UBA,Undisclosed,10000.0,11500.0,15,12,15,12
15000.0,17250.0,30,Yes,Good,24,Other,GT Bank,Permanent,10000.0,13000.0,30,31,30,31
10000.0,11500.0,15,Yes,Good,33,Other,GT Bank,Self-Employed,10000.0,11500.0,15,10,15,10
10000.0,11500.0,15,Yes,Good,38,Savings,GT Bank,Permanent,10000.0,13000.0,30,17,30,17
20000.0,24500.0,30,Yes,Good,56,Savings,Sterling Bank,Undisclosed,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,41,Savings,Keystone Bank,Undisclosed,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Good,33,Other,UBA,Self-Employed,20000.0,23800.0,30,38,30,38
30000.0,34500.0,30,Yes,Good,34,Savings,EcoBank,Permanent,20000.0,24000.0,30,32,32,32
10000.0,11500.0,15,Yes,Good,26,Savings,EcoBank,Undisclosed,10000.0,13000.0,30,32,34,32
20000.0,24500.0,30,Yes,Good,35,Savings,Diamond Bank,Undisclosed,10000.0,11500.0,15,17,17,17
10000.0,11125.0,15,Yes,Good,31,Savings,UBA,Permanent,10000.0,11500.0,15,15,15,15
30000.0,33999.9,30,Yes,Good,37,Savings,First Bank,Undisclosed,10000.0,13000.0,30,17,30,17
40000.0,48000.0,60,Yes,Good,25,Savings,Skye Bank,Permanent,40000.0,48000.0,60,56,30,27
30000.0,39000.0,60,Yes,Good,37,Savings,GT Bank,Undisclosed,20000.0,23800.0,30,29,30,29
25000.0,27500.0,30,Yes,Good,27,Savings,First Bank,Student,15000.0,16600.0,15,7,15,7
10000.0,11500.0,15,Yes,Good,22,Savings,First Bank,Self-Employed,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,33,Savings,GT Bank,Permanent,10000.0,11500.0,15,10,15,10
10000.0,13000.0,30,Yes,Good,33,Other,GT Bank,Permanent,10000.0,13000.0,30,22,32,22
20000.0,24500.0,30,Yes,Bad,37,Savings,Access Bank,Permanent,20000.0,24500.0,30,22,30,22
10000.0,13000.0,30,Yes,Bad,26,Savings,GT Bank,Permanent,10000.0,11500.0,15,36,15,36
10000.0,11500.0,15,Yes,Bad,45,Savings,GT Bank,Permanent,10000.0,11500.0,15,30,15,30
30000.0,34500.0,30,Yes,Bad,39,Savings,GT Bank,Self-Employed,20000.0,24500.0,30,23,30,23
20000.0,24500.0,30,Yes,Bad,45,Savings,Access Bank,Permanent,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,35,Other,Diamond Bank,Permanent,30000.0,34400.0,30,28,31,28
10000.0,11500.0,15,Yes,Good,33,Other,GT Bank,Permanent,10000.0,11500.0,15,16,15,16
20000.0,24500.0,30,Yes,Good,29,Savings,GT Bank,Self-Employed,10000.0,13000.0,30,34,32,34
40000.0,48000.0,60,Yes,Good,33,Other,GT Bank,Permanent,20000.0,23800.0,30,29,30,29
40000.0,48000.0,60,Yes,Good,30,Other,Diamond Bank,Permanent,10000.0,11500.0,15,11,15,10
20000.0,23000.0,30,Yes,Good,40,Savings,First Bank,Self-Employed,30000.0,34500.0,30,31,32,31
30000.0,34500.0,30,Yes,Good,33,Savings,Skye Bank,Undisclosed,20000.0,24500.0,30,27,30,27
40000.0,44000.0,30,Yes,Good,30,Savings,First Bank,Permanent,30000.0,34400.0,30,28,30,28
10000.0,11500.0,15,Yes,Good,32,Other,Access Bank,Self-Employed,10000.0,11500.0,15,8,15,7
10000.0,11500.0,15,Yes,Good,29,Other,GT Bank,Permanent,10000.0,11500.0,15,14,16,14
10000.0,11500.0,15,Yes,Bad,33,Savings,FCMB,Undisclosed,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,33,Other,Skye Bank,Permanent,20000.0,24500.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,43,Savings,First Bank,Permanent,10000.0,11500.0,15,16,16,16
10000.0,13000.0,30,Yes,Bad,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,9,30,9
10000.0,13000.0,30,Yes,Good,24,Savings,GT Bank,Permanent,10000.0,13000.0,30,16,30,16
10000.0,13000.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,40,Savings,GT Bank,Permanent,10000.0,13000.0,30,19,30,19
30000.0,34500.0,30,Yes,Good,35,Savings,FCMB,Permanent,20000.0,21900.0,15,16,17,16
10000.0,13000.0,30,Yes,Bad,34,Savings,GT Bank,Permanent,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,29,Savings,UBA,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,54,Savings,First Bank,Undisclosed,10000.0,13000.0,30,53,32,41
10000.0,11500.0,15,Yes,Good,32,Other,GT Bank,Self-Employed,10000.0,11500.0,15,8,15,8
10000.0,11500.0,15,Yes,Good,30,Savings,First Bank,Permanent,10000.0,11500.0,15,11,16,11
10000.0,13000.0,30,Yes,Good,32,Other,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,5,16,5
10000.0,13000.0,30,Yes,Good,32,Savings,Access Bank,Permanent,10000.0,13000.0,30,22,32,22
20000.0,24500.0,30,Yes,Good,50,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,15,32,15
40000.0,48000.0,60,Yes,Good,35,Other,GT Bank,Self-Employed,10000.0,13000.0,30,31,31,31
40000.0,48000.0,60,Yes,Good,29,Other,UBA,Student,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,34,Savings,GT Bank,Permanent,10000.0,11500.0,15,8,17,8
10000.0,11500.0,15,Yes,Good,42,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,35,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,22,31,22
15000.0,18375.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
20000.0,22250.0,15,Yes,Good,37,Savings,UBA,Undisclosed,20000.0,22250.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,22,Savings,Access Bank,Permanent,10000.0,13000.0,30,33,32,33
20000.0,24500.0,30,Yes,Good,40,Other,First Bank,Permanent,10000.0,13000.0,30,18,30,18
20000.0,24500.0,30,Yes,Good,28,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,14,16,14
40000.0,44000.0,30,Yes,Good,37,Other,GT Bank,Permanent,10000.0,11500.0,15,11,17,11
10000.0,11500.0,15,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,11,17,11
20000.0,24500.0,30,Yes,Good,30,Other,GT Bank,Self-Employed,10000.0,13000.0,30,28,31,28
20000.0,22250.0,15,Yes,Bad,32,Savings,UBA,Undisclosed,20000.0,22250.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,24,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Good,39,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,11000.0,30,Yes,Good,31,Other,First Bank,Self-Employed,20000.0,23800.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,30,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,27,Savings,GT Bank,Permanent,10000.0,13000.0,30,21,30,21
20000.0,24500.0,30,Yes,Bad,40,Savings,GT Bank,Permanent,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Good,30,Savings,GT Bank,Permanent,20000.0,24500.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,35,Savings,Zenith Bank,Permanent,20000.0,24500.0,30,54,31,54
10000.0,13000.0,30,Yes,Good,30,Savings,First Bank,Permanent,10000.0,13000.0,30,33,33,33
30000.0,34500.0,30,Yes,Good,33,Savings,FCMB,Permanent,10000.0,13000.0,30,20,32,20
10000.0,13000.0,30,Yes,Bad,35,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,23,Savings,First Bank,Student,10000.0,11500.0,15,10,15,10
30000.0,34500.0,30,Yes,Good,37,Other,GT Bank,Self-Employed,30000.0,32250.0,15,22,15,22
30000.0,34500.0,30,Yes,Good,39,Savings,Access Bank,Permanent,20000.0,23800.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,30,Savings,UBA,Undisclosed,10000.0,13000.0,30,38,30,38
10000.0,13000.0,30,Yes,Bad,24,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,13,16,13
10000.0,13000.0,30,Yes,Bad,31,Savings,UBA,Permanent,10000.0,13000.0,30,31,31,31
20000.0,24500.0,30,Yes,Bad,32,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,26,16,26
10000.0,13000.0,30,Yes,Bad,47,Other,Standard Chartered,Permanent,10000.0,11500.0,15,41,18,41
40000.0,48000.0,60,Yes,Bad,25,Other,GT Bank,Permanent,20000.0,24500.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,28,Savings,GT Bank,Permanent,10000.0,11500.0,15,27,17,26
20000.0,24500.0,30,Yes,Good,27,Savings,Fidelity Bank,Permanent,10000.0,13000.0,30,10,30,10
30000.0,34500.0,30,Yes,Good,33,Other,Union Bank,Permanent,20000.0,23800.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,22,Other,Fidelity Bank,Permanent,10000.0,11500.0,15,19,15,18
40000.0,44000.0,30,Yes,Good,37,Savings,Access Bank,Self-Employed,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,38,Savings,Skye Bank,Permanent,10000.0,13000.0,30,36,30,36
10000.0,12500.0,30,Yes,Good,31,Savings,First Bank,Permanent,10000.0,13000.0,30,30,32,30
20000.0,24500.0,30,Yes,Good,27,Savings,GT Bank,Permanent,15000.0,18375.0,30,32,32,32
30000.0,39000.0,60,Yes,Good,24,Savings,Diamond Bank,Permanent,30000.0,39000.0,60,61,30,33
40000.0,44000.0,30,Yes,Good,43,Savings,First Bank,Permanent,10000.0,13000.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,31,Savings,Access Bank,Undisclosed,20000.0,23800.0,30,30,30,30
20000.0,22250.0,15,Yes,Good,30,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,12,17,12
10000.0,13000.0,30,Yes,Good,39,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,22,30,22
10000.0,11500.0,15,Yes,Good,31,Other,First Bank,Permanent,10000.0,11500.0,15,9,15,9
10000.0,13000.0,30,Yes,Good,28,Savings,UBA,Permanent,10000.0,13000.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,42,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,26,30,26
40000.0,44000.0,30,Yes,Good,37,Other,First Bank,Permanent,10000.0,13000.0,30,27,32,27
10000.0,13000.0,30,Yes,Bad,46,Savings,GT Bank,Permanent,10000.0,13000.0,30,28,30,28
20000.0,24500.0,30,Yes,Good,29,Savings,GT Bank,Permanent,20000.0,24500.0,30,34,32,34
10000.0,11500.0,15,Yes,Good,31,Savings,First Bank,Undisclosed,10000.0,11500.0,15,15,16,15
40000.0,48000.0,60,Yes,Good,42,Other,GT Bank,Self-Employed,30000.0,36800.0,60,56,30,29
20000.0,20500.0,15,Yes,Good,37,Other,Access Bank,Self-Employed,20000.0,21700.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,34,Savings,Skye Bank,Permanent,10000.0,13000.0,30,4,30,4
10000.0,11500.0,15,Yes,Bad,35,Savings,GT Bank,Permanent,10000.0,11500.0,15,22,15,22
10000.0,13000.0,30,Yes,Bad,33,Savings,Sterling Bank,Permanent,10000.0,13000.0,30,56,32,56
10000.0,13000.0,30,Yes,Bad,28,Savings,Fidelity Bank,Permanent,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Bad,31,Other,Access Bank,Permanent,10000.0,11500.0,15,44,15,44
20000.0,22250.0,15,Yes,Bad,25,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Bad,35,Savings,Access Bank,Permanent,30000.0,34400.0,30,51,30,51
10000.0,11125.0,15,Yes,Good,32,Savings,GT Bank,Self-Employed,5000.0,5750.0,15,8,15,7
40000.0,43500.0,30,Yes,Good,39,Other,GT Bank,Self-Employed,20000.0,22250.0,15,15,15,15
35000.0,38500.0,30,Yes,Good,26,Other,GT Bank,Permanent,30000.0,36800.0,60,33,30,33
10000.0,13000.0,30,Yes,Good,50,Other,GT Bank,Permanent,10000.0,13000.0,30,32,31,31
50000.0,57500.0,90,Yes,Good,30,Other,GT Bank,Self-Employed,30000.0,36800.0,60,14,30,14
10000.0,11500.0,15,Yes,Bad,44,Savings,First Bank,Permanent,10000.0,11500.0,15,21,15,21
20000.0,24500.0,30,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,15,13
10000.0,11500.0,15,Yes,Good,31,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,13,17,13
10000.0,11500.0,15,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Good,39,Other,GT Bank,Undisclosed,10000.0,11500.0,15,15,15,15
10000.0,12500.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,11500.0,15,1,17,1
10000.0,13000.0,30,Yes,Good,28,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,10,30,10
10000.0,13000.0,30,Yes,Good,41,Savings,EcoBank,Undisclosed,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,40,Savings,First Bank,Unemployed,10000.0,11500.0,15,15,15,15
30000.0,34500.0,30,Yes,Good,45,Savings,First Bank,Permanent,10000.0,11500.0,15,6,15,6
40000.0,48000.0,60,Yes,Good,34,Savings,Access Bank,Self-Employed,10000.0,13000.0,30,28,30,28
15000.0,17250.0,30,Yes,Good,30,Other,Wema Bank,Permanent,20000.0,21900.0,15,14,15,14
10000.0,13000.0,30,Yes,Good,41,Savings,GT Bank,Permanent,10000.0,13000.0,30,23,30,23
15000.0,17250.0,30,Yes,Good,30,Savings,Stanbic IBTC,Permanent,10000.0,12250.0,30,29,32,29
10000.0,12250.0,30,Yes,Good,32,Savings,First Bank,Permanent,10000.0,11500.0,15,9,15,9
10000.0,13000.0,30,Yes,Good,37,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,32,29
40000.0,44000.0,30,Yes,Good,40,Other,Zenith Bank,Self-Employed,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,42,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,16,16,16
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,30,31,30
30000.0,34500.0,30,Yes,Good,43,Savings,Skye Bank,Permanent,20000.0,22250.0,15,14,15,14
40000.0,44000.0,30,Yes,Good,38,Savings,Skye Bank,Permanent,10000.0,11125.0,15,3,17,3
40000.0,44000.0,30,Yes,Good,34,Other,GT Bank,Permanent,20000.0,22250.0,15,12,15,12
10000.0,13000.0,30,Yes,Bad,25,Savings,UBA,Student,10000.0,11500.0,15,7,16,7
10000.0,11500.0,15,Yes,Good,47,Savings,First Bank,Permanent,10000.0,11500.0,15,13,15,13
20000.0,24500.0,30,Yes,Good,31,Savings,First Bank,Permanent,10000.0,13000.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,28,Savings,EcoBank,Permanent,10000.0,13000.0,30,25,31,25
10000.0,13000.0,30,Yes,Good,37,Savings,GT Bank,Permanent,10000.0,13000.0,30,28,31,28
30000.0,34500.0,30,Yes,Good,28,Savings,GT Bank,Permanent,20000.0,23800.0,30,27,32,27
10000.0,13000.0,30,Yes,Bad,41,Savings,First Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,11500.0,30,Yes,Good,44,Savings,GT Bank,Permanent,10000.0,11500.0,15,18,15,18
40000.0,48000.0,60,Yes,Good,22,Savings,Diamond Bank,Student,30000.0,36800.0,60,59,31,31
10000.0,13000.0,30,Yes,Good,27,Savings,GT Bank,Permanent,10000.0,13000.0,30,36,30,36
20000.0,24500.0,30,Yes,Good,32,Savings,FCMB,Permanent,10000.0,13000.0,30,22,30,22
20000.0,24500.0,30,Yes,Good,34,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,6,30,6
20000.0,24500.0,30,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,27,Other,GT Bank,Permanent,10000.0,13000.0,30,24,31,24
20000.0,22250.0,15,Yes,Good,38,Savings,Zenith Bank,Undisclosed,10000.0,11500.0,15,15,15,15
30000.0,39000.0,60,Yes,Good,43,Savings,UBA,Permanent,20000.0,23800.0,30,28,30,28
10000.0,11500.0,15,Yes,Bad,27,Savings,First Bank,Undisclosed,10000.0,11500.0,15,27,17,27
10000.0,11500.0,15,Yes,Good,27,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,16,13
20000.0,22250.0,15,Yes,Good,27,Savings,Stanbic IBTC,Permanent,10000.0,11500.0,15,17,17,17
20000.0,23000.0,30,Yes,Good,35,Savings,Access Bank,Permanent,30000.0,39000.0,60,32,32,32
10000.0,11500.0,15,Yes,Good,31,Savings,Access Bank,Undisclosed,10000.0,11500.0,15,16,16,16
